Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2015,Alberta,Duplex,Heating oil,Gigajoules,v105819786,10.4.4.1,F
2011,Alberta,Duplex,Heating oil,Gigajoules per household,v105819787,10.4.4.2,F
2013,Alberta,Duplex,Heating oil,Gigajoules per household,v105819787,10.4.4.2,F
2015,Alberta,Duplex,Heating oil,Gigajoules per household,v105819787,10.4.4.2,F
2011,Alberta,Duplex,Heating oil,Proportion of total energy (percent),v105819788,10.4.4.3,F
2013,Alberta,Duplex,Heating oil,Proportion of total energy (percent),v105819788,10.4.4.3,F
2015,Alberta,Duplex,Heating oil,Proportion of total energy (percent),v105819788,10.4.4.3,F
2011,Alberta,Duplex,Heating oil,Number of households,v105819789,10.4.4.4,F
2013,Alberta,Duplex,Heating oil,Number of households,v105819789,10.4.4.4,F
2015,Alberta,Duplex,Heating oil,Number of households,v105819789,10.4.4.4,F
2011,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819790,10.5.1.1,3224525
2013,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819790,10.5.1.1,7956632
2015,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819790,10.5.1.1,9420853
2011,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819791,10.5.1.2,31.9
2013,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819791,10.5.1.2,65.2
2015,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819791,10.5.1.2,49.4
2011,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819793,10.5.1.4,101230
2013,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819793,10.5.1.4,122002
2015,Alberta,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819793,10.5.1.4,190547
2011,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819794,10.5.2.1,1100851
2013,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819794,10.5.2.1,1798079
2015,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819794,10.5.2.1,1841270
2011,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819795,10.5.2.2,10.9
2013,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819795,10.5.2.2,14.7
2015,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819795,10.5.2.2,9.7
2011,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819796,10.5.2.3,34.1
2013,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819796,10.5.2.3,22.6
2015,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819796,10.5.2.3,19.5
2011,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819797,10.5.2.4,101230
2013,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819797,10.5.2.4,122002
2015,Alberta,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819797,10.5.2.4,190547
2011,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819798,10.5.3.1,F
2013,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819798,10.5.3.1,6158553
2015,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819798,10.5.3.1,7579583
2011,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819799,10.5.3.2,45.4
2013,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819799,10.5.3.2,91.2
2015,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819799,10.5.3.2,63
2011,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819800,10.5.3.3,65.9
2013,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819800,10.5.3.3,77.4
2015,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819800,10.5.3.3,80.5
2011,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819801,10.5.3.4,46798
2013,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819801,10.5.3.4,67524
2015,Alberta,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819801,10.5.3.4,120367
2011,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819802,10.5.4.1,F
2013,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819802,10.5.4.1,F
2015,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819802,10.5.4.1,F
2011,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819803,10.5.4.2,F
2013,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819803,10.5.4.2,F
2015,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819803,10.5.4.2,F
2011,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819804,10.5.4.3,F
2013,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819804,10.5.4.3,F
2015,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819804,10.5.4.3,F
2011,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819805,10.5.4.4,F
2013,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819805,10.5.4.4,F
2015,Alberta,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819805,10.5.4.4,F
2011,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819806,10.6.1.1,F
2013,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819806,10.6.1.1,F
2015,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819806,10.6.1.1,F
2011,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819807,10.6.1.2,F
2013,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819807,10.6.1.2,F
2015,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819807,10.6.1.2,F
2011,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819809,10.6.1.4,F
2013,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819809,10.6.1.4,F
2015,Alberta,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819809,10.6.1.4,F
2011,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819810,10.6.2.1,F
2013,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819810,10.6.2.1,F
2015,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819810,10.6.2.1,F
2011,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819811,10.6.2.2,F
2013,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819811,10.6.2.2,F
2015,Alberta,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819811,10.6.2.2,F
2011,Alberta,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819812,10.6.2.3,F
2013,Alberta,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819812,10.6.2.3,F
2015,Alberta,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819812,10.6.2.3,F
2011,Alberta,High-rise apartment (5 stories or more),Electricity,Number of households,v105819813,10.6.2.4,F
2013,Alberta,High-rise apartment (5 stories or more),Electricity,Number of households,v105819813,10.6.2.4,F
2015,Alberta,High-rise apartment (5 stories or more),Electricity,Number of households,v105819813,10.6.2.4,F
2011,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819814,10.6.3.1,F
2013,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819814,10.6.3.1,F
2015,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819814,10.6.3.1,F
2011,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819815,10.6.3.2,F
2013,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819815,10.6.3.2,F
2015,Alberta,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819815,10.6.3.2,F
2011,Alberta,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819816,10.6.3.3,F
2013,Alberta,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819816,10.6.3.3,F
2015,Alberta,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819816,10.6.3.3,F
2011,Alberta,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819817,10.6.3.4,F
2013,Alberta,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819817,10.6.3.4,F
2015,Alberta,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819817,10.6.3.4,F
2011,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819818,10.6.4.1,F
2013,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819818,10.6.4.1,F
2015,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819818,10.6.4.1,F
2011,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819819,10.6.4.2,F
2013,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819819,10.6.4.2,F
2015,Alberta,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819819,10.6.4.2,F
2011,Alberta,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819820,10.6.4.3,F
2013,Alberta,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819820,10.6.4.3,F
2015,Alberta,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819820,10.6.4.3,F
2011,Alberta,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819821,10.6.4.4,F
2013,Alberta,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819821,10.6.4.4,F
2015,Alberta,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819821,10.6.4.4,F
2011,Alberta,Mobile home,"Total, all energy types",Gigajoules,v105819822,10.7.1.1,F
2013,Alberta,Mobile home,"Total, all energy types",Gigajoules,v105819822,10.7.1.1,F
2015,Alberta,Mobile home,"Total, all energy types",Gigajoules,v105819822,10.7.1.1,F
2011,Alberta,Mobile home,"Total, all energy types",Gigajoules per household,v105819823,10.7.1.2,94.5
2013,Alberta,Mobile home,"Total, all energy types",Gigajoules per household,v105819823,10.7.1.2,F
2015,Alberta,Mobile home,"Total, all energy types",Gigajoules per household,v105819823,10.7.1.2,103.5
2011,Alberta,Mobile home,"Total, all energy types",Number of households,v105819825,10.7.1.4,F
2013,Alberta,Mobile home,"Total, all energy types",Number of households,v105819825,10.7.1.4,F
2015,Alberta,Mobile home,"Total, all energy types",Number of households,v105819825,10.7.1.4,20997
2011,Alberta,Mobile home,Electricity,Gigajoules,v105819826,10.7.2.1,F
2013,Alberta,Mobile home,Electricity,Gigajoules,v105819826,10.7.2.1,F
2015,Alberta,Mobile home,Electricity,Gigajoules,v105819826,10.7.2.1,F
2011,Alberta,Mobile home,Electricity,Gigajoules per household,v105819827,10.7.2.2,23
2013,Alberta,Mobile home,Electricity,Gigajoules per household,v105819827,10.7.2.2,F
2015,Alberta,Mobile home,Electricity,Gigajoules per household,v105819827,10.7.2.2,26
2011,Alberta,Mobile home,Electricity,Proportion of total energy (percent),v105819828,10.7.2.3,24.3
2013,Alberta,Mobile home,Electricity,Proportion of total energy (percent),v105819828,10.7.2.3,F
2015,Alberta,Mobile home,Electricity,Proportion of total energy (percent),v105819828,10.7.2.3,25.1
2011,Alberta,Mobile home,Electricity,Number of households,v105819829,10.7.2.4,F
2013,Alberta,Mobile home,Electricity,Number of households,v105819829,10.7.2.4,F
2015,Alberta,Mobile home,Electricity,Number of households,v105819829,10.7.2.4,20997
2011,Alberta,Mobile home,Natural gas,Gigajoules,v105819830,10.7.3.1,F
2013,Alberta,Mobile home,Natural gas,Gigajoules,v105819830,10.7.3.1,F
2015,Alberta,Mobile home,Natural gas,Gigajoules,v105819830,10.7.3.1,F
2011,Alberta,Mobile home,Natural gas,Gigajoules per household,v105819831,10.7.3.2,74.4
2013,Alberta,Mobile home,Natural gas,Gigajoules per household,v105819831,10.7.3.2,F
2015,Alberta,Mobile home,Natural gas,Gigajoules per household,v105819831,10.7.3.2,82.1
2011,Alberta,Mobile home,Natural gas,Proportion of total energy (percent),v105819832,10.7.3.3,75.3
2013,Alberta,Mobile home,Natural gas,Proportion of total energy (percent),v105819832,10.7.3.3,F
2015,Alberta,Mobile home,Natural gas,Proportion of total energy (percent),v105819832,10.7.3.3,74.9
2011,Alberta,Mobile home,Natural gas,Number of households,v105819833,10.7.3.4,F
2013,Alberta,Mobile home,Natural gas,Number of households,v105819833,10.7.3.4,F
2015,Alberta,Mobile home,Natural gas,Number of households,v105819833,10.7.3.4,19842
2011,Alberta,Mobile home,Heating oil,Gigajoules,v105819834,10.7.4.1,F
2013,Alberta,Mobile home,Heating oil,Gigajoules,v105819834,10.7.4.1,F
2015,Alberta,Mobile home,Heating oil,Gigajoules,v105819834,10.7.4.1,F
2011,Alberta,Mobile home,Heating oil,Gigajoules per household,v105819835,10.7.4.2,F
2013,Alberta,Mobile home,Heating oil,Gigajoules per household,v105819835,10.7.4.2,F
2015,Alberta,Mobile home,Heating oil,Gigajoules per household,v105819835,10.7.4.2,F
2011,Alberta,Mobile home,Heating oil,Proportion of total energy (percent),v105819836,10.7.4.3,F
2013,Alberta,Mobile home,Heating oil,Proportion of total energy (percent),v105819836,10.7.4.3,F
2015,Alberta,Mobile home,Heating oil,Proportion of total energy (percent),v105819836,10.7.4.3,F
2011,Alberta,Mobile home,Heating oil,Number of households,v105819837,10.7.4.4,F
2013,Alberta,Mobile home,Heating oil,Number of households,v105819837,10.7.4.4,F
2015,Alberta,Mobile home,Heating oil,Number of households,v105819837,10.7.4.4,F
2011,British Columbia,Single-detached,"Total, all energy types",Gigajoules,v105819854,11.1.1.1,122095743
2013,British Columbia,Single-detached,"Total, all energy types",Gigajoules,v105819854,11.1.1.1,120838884
2015,British Columbia,Single-detached,"Total, all energy types",Gigajoules,v105819854,11.1.1.1,92776844
2011,British Columbia,Single-detached,"Total, all energy types",Gigajoules per household,v105819855,11.1.1.2,117.1
2013,British Columbia,Single-detached,"Total, all energy types",Gigajoules per household,v105819855,11.1.1.2,112.1
2015,British Columbia,Single-detached,"Total, all energy types",Gigajoules per household,v105819855,11.1.1.2,102.6
2011,British Columbia,Single-detached,"Total, all energy types",Number of households,v105819857,11.1.1.4,1042795
2013,British Columbia,Single-detached,"Total, all energy types",Number of households,v105819857,11.1.1.4,1077950
2015,British Columbia,Single-detached,"Total, all energy types",Number of households,v105819857,11.1.1.4,904354
2011,British Columbia,Single-detached,Electricity,Gigajoules,v105819858,11.1.2.1,47036981
2013,British Columbia,Single-detached,Electricity,Gigajoules,v105819858,11.1.2.1,45102659
2015,British Columbia,Single-detached,Electricity,Gigajoules,v105819858,11.1.2.1,36704418
2011,British Columbia,Single-detached,Electricity,Gigajoules per household,v105819859,11.1.2.2,45.1
2013,British Columbia,Single-detached,Electricity,Gigajoules per household,v105819859,11.1.2.2,41.8
2015,British Columbia,Single-detached,Electricity,Gigajoules per household,v105819859,11.1.2.2,40.6
2011,British Columbia,Single-detached,Electricity,Proportion of total energy (percent),v105819860,11.1.2.3,38.5
2013,British Columbia,Single-detached,Electricity,Proportion of total energy (percent),v105819860,11.1.2.3,37.3
2015,British Columbia,Single-detached,Electricity,Proportion of total energy (percent),v105819860,11.1.2.3,39.6
2011,British Columbia,Single-detached,Electricity,Number of households,v105819861,11.1.2.4,1042795
2013,British Columbia,Single-detached,Electricity,Number of households,v105819861,11.1.2.4,1077950
2015,British Columbia,Single-detached,Electricity,Number of households,v105819861,11.1.2.4,904354
2011,British Columbia,Single-detached,Natural gas,Gigajoules,v105819862,11.1.3.1,73445346
2013,British Columbia,Single-detached,Natural gas,Gigajoules,v105819862,11.1.3.1,74619698
2015,British Columbia,Single-detached,Natural gas,Gigajoules,v105819862,11.1.3.1,53440635
2011,British Columbia,Single-detached,Natural gas,Gigajoules per household,v105819863,11.1.3.2,96.4
2013,British Columbia,Single-detached,Natural gas,Gigajoules per household,v105819863,11.1.3.2,86.6
2015,British Columbia,Single-detached,Natural gas,Gigajoules per household,v105819863,11.1.3.2,75.6
2011,British Columbia,Single-detached,Natural gas,Proportion of total energy (percent),v105819864,11.1.3.3,60.2
2013,British Columbia,Single-detached,Natural gas,Proportion of total energy (percent),v105819864,11.1.3.3,61.8
2015,British Columbia,Single-detached,Natural gas,Proportion of total energy (percent),v105819864,11.1.3.3,57.6
2011,British Columbia,Single-detached,Natural gas,Number of households,v105819865,11.1.3.4,761564
2013,British Columbia,Single-detached,Natural gas,Number of households,v105819865,11.1.3.4,861886
2015,British Columbia,Single-detached,Natural gas,Number of households,v105819865,11.1.3.4,707216
2011,British Columbia,Single-detached,Heating oil,Gigajoules,v105819866,11.1.4.1,1613416
2013,British Columbia,Single-detached,Heating oil,Gigajoules,v105819866,11.1.4.1,1116527
2015,British Columbia,Single-detached,Heating oil,Gigajoules,v105819866,11.1.4.1,2631791
2011,British Columbia,Single-detached,Heating oil,Gigajoules per household,v105819867,11.1.4.2,50.5
2013,British Columbia,Single-detached,Heating oil,Gigajoules per household,v105819867,11.1.4.2,53.5
2015,British Columbia,Single-detached,Heating oil,Gigajoules per household,v105819867,11.1.4.2,89.2
2011,British Columbia,Single-detached,Heating oil,Proportion of total energy (percent),v105819868,11.1.4.3,1.3
2013,British Columbia,Single-detached,Heating oil,Proportion of total energy (percent),v105819868,11.1.4.3,0.9
2015,British Columbia,Single-detached,Heating oil,Proportion of total energy (percent),v105819868,11.1.4.3,2.8
2011,British Columbia,Single-detached,Heating oil,Number of households,v105819869,11.1.4.4,31957
2013,British Columbia,Single-detached,Heating oil,Number of households,v105819869,11.1.4.4,20860
2015,British Columbia,Single-detached,Heating oil,Number of households,v105819869,11.1.4.4,29491
2011,British Columbia,Double,"Total, all energy types",Gigajoules,v105819870,11.2.1.1,F
2013,British Columbia,Double,"Total, all energy types",Gigajoules,v105819870,11.2.1.1,F
2015,British Columbia,Double,"Total, all energy types",Gigajoules,v105819870,11.2.1.1,F
2011,British Columbia,Double,"Total, all energy types",Gigajoules per household,v105819871,11.2.1.2,F
2013,British Columbia,Double,"Total, all energy types",Gigajoules per household,v105819871,11.2.1.2,F
2015,British Columbia,Double,"Total, all energy types",Gigajoules per household,v105819871,11.2.1.2,100.2
2011,British Columbia,Double,"Total, all energy types",Number of households,v105819873,11.2.1.4,F
2013,British Columbia,Double,"Total, all energy types",Number of households,v105819873,11.2.1.4,F
2015,British Columbia,Double,"Total, all energy types",Number of households,v105819873,11.2.1.4,F
2011,British Columbia,Double,Electricity,Gigajoules,v105819874,11.2.2.1,F
2013,British Columbia,Double,Electricity,Gigajoules,v105819874,11.2.2.1,F
2015,British Columbia,Double,Electricity,Gigajoules,v105819874,11.2.2.1,1372358
2011,British Columbia,Double,Electricity,Gigajoules per household,v105819875,11.2.2.2,F
2013,British Columbia,Double,Electricity,Gigajoules per household,v105819875,11.2.2.2,F
2015,British Columbia,Double,Electricity,Gigajoules per household,v105819875,11.2.2.2,30.8
2011,British Columbia,Double,Electricity,Proportion of total energy (percent),v105819876,11.2.2.3,F
2013,British Columbia,Double,Electricity,Proportion of total energy (percent),v105819876,11.2.2.3,F
2015,British Columbia,Double,Electricity,Proportion of total energy (percent),v105819876,11.2.2.3,F
2011,British Columbia,Double,Electricity,Number of households,v105819877,11.2.2.4,F
2013,British Columbia,Double,Electricity,Number of households,v105819877,11.2.2.4,F
2015,British Columbia,Double,Electricity,Number of households,v105819877,11.2.2.4,F
2011,British Columbia,Double,Natural gas,Gigajoules,v105819878,11.2.3.1,F
2013,British Columbia,Double,Natural gas,Gigajoules,v105819878,11.2.3.1,F
2015,British Columbia,Double,Natural gas,Gigajoules,v105819878,11.2.3.1,F
2011,British Columbia,Double,Natural gas,Gigajoules per household,v105819879,11.2.3.2,F
2013,British Columbia,Double,Natural gas,Gigajoules per household,v105819879,11.2.3.2,F
2015,British Columbia,Double,Natural gas,Gigajoules per household,v105819879,11.2.3.2,F
2011,British Columbia,Double,Natural gas,Proportion of total energy (percent),v105819880,11.2.3.3,F
2013,British Columbia,Double,Natural gas,Proportion of total energy (percent),v105819880,11.2.3.3,F
2015,British Columbia,Double,Natural gas,Proportion of total energy (percent),v105819880,11.2.3.3,F
2011,British Columbia,Double,Natural gas,Number of households,v105819881,11.2.3.4,F
2013,British Columbia,Double,Natural gas,Number of households,v105819881,11.2.3.4,F
2015,British Columbia,Double,Natural gas,Number of households,v105819881,11.2.3.4,F
2011,British Columbia,Double,Heating oil,Gigajoules,v105819882,11.2.4.1,F
2013,British Columbia,Double,Heating oil,Gigajoules,v105819882,11.2.4.1,F
2015,British Columbia,Double,Heating oil,Gigajoules,v105819882,11.2.4.1,F
2011,British Columbia,Double,Heating oil,Gigajoules per household,v105819883,11.2.4.2,F
2013,British Columbia,Double,Heating oil,Gigajoules per household,v105819883,11.2.4.2,F
2015,British Columbia,Double,Heating oil,Gigajoules per household,v105819883,11.2.4.2,F
2011,British Columbia,Double,Heating oil,Proportion of total energy (percent),v105819884,11.2.4.3,F
2013,British Columbia,Double,Heating oil,Proportion of total energy (percent),v105819884,11.2.4.3,F
2015,British Columbia,Double,Heating oil,Proportion of total energy (percent),v105819884,11.2.4.3,F
2011,British Columbia,Double,Heating oil,Number of households,v105819885,11.2.4.4,F
2013,British Columbia,Double,Heating oil,Number of households,v105819885,11.2.4.4,F
2015,British Columbia,Double,Heating oil,Number of households,v105819885,11.2.4.4,F
2011,British Columbia,Row or terrace,"Total, all energy types",Gigajoules,v105819886,11.3.1.1,12326328
2013,British Columbia,Row or terrace,"Total, all energy types",Gigajoules,v105819886,11.3.1.1,11198344
2015,British Columbia,Row or terrace,"Total, all energy types",Gigajoules,v105819886,11.3.1.1,F
2011,British Columbia,Row or terrace,"Total, all energy types",Gigajoules per household,v105819887,11.3.1.2,66.5
2013,British Columbia,Row or terrace,"Total, all energy types",Gigajoules per household,v105819887,11.3.1.2,67.3
2015,British Columbia,Row or terrace,"Total, all energy types",Gigajoules per household,v105819887,11.3.1.2,72
2011,British Columbia,Row or terrace,"Total, all energy types",Number of households,v105819889,11.3.1.4,185370
2013,British Columbia,Row or terrace,"Total, all energy types",Number of households,v105819889,11.3.1.4,166489
2015,British Columbia,Row or terrace,"Total, all energy types",Number of households,v105819889,11.3.1.4,145881
2011,British Columbia,Row or terrace,Electricity,Gigajoules,v105819890,11.3.2.1,F
2013,British Columbia,Row or terrace,Electricity,Gigajoules,v105819890,11.3.2.1,6543031
2015,British Columbia,Row or terrace,Electricity,Gigajoules,v105819890,11.3.2.1,4350655
2011,British Columbia,Row or terrace,Electricity,Gigajoules per household,v105819891,11.3.2.2,36
2013,British Columbia,Row or terrace,Electricity,Gigajoules per household,v105819891,11.3.2.2,39.3
2015,British Columbia,Row or terrace,Electricity,Gigajoules per household,v105819891,11.3.2.2,29.8
2011,British Columbia,Row or terrace,Electricity,Proportion of total energy (percent),v105819892,11.3.2.3,54.2
2013,British Columbia,Row or terrace,Electricity,Proportion of total energy (percent),v105819892,11.3.2.3,58.4
2015,British Columbia,Row or terrace,Electricity,Proportion of total energy (percent),v105819892,11.3.2.3,F
2011,British Columbia,Row or terrace,Electricity,Number of households,v105819893,11.3.2.4,185370
2013,British Columbia,Row or terrace,Electricity,Number of households,v105819893,11.3.2.4,166489
2015,British Columbia,Row or terrace,Electricity,Number of households,v105819893,11.3.2.4,145881
2011,British Columbia,Row or terrace,Natural gas,Gigajoules,v105819894,11.3.3.1,5606093
2013,British Columbia,Row or terrace,Natural gas,Gigajoules,v105819894,11.3.3.1,4655313
2015,British Columbia,Row or terrace,Natural gas,Gigajoules,v105819894,11.3.3.1,F
2011,British Columbia,Row or terrace,Natural gas,Gigajoules per household,v105819895,11.3.3.2,59.9
2013,British Columbia,Row or terrace,Natural gas,Gigajoules per household,v105819895,11.3.3.2,45.5
2015,British Columbia,Row or terrace,Natural gas,Gigajoules per household,v105819895,11.3.3.2,65.6
2011,British Columbia,Row or terrace,Natural gas,Proportion of total energy (percent),v105819896,11.3.3.3,45.5
2013,British Columbia,Row or terrace,Natural gas,Proportion of total energy (percent),v105819896,11.3.3.3,41.6
2015,British Columbia,Row or terrace,Natural gas,Proportion of total energy (percent),v105819896,11.3.3.3,58.6
2011,British Columbia,Row or terrace,Natural gas,Number of households,v105819897,11.3.3.4,93576
2013,British Columbia,Row or terrace,Natural gas,Number of households,v105819897,11.3.3.4,102374
2015,British Columbia,Row or terrace,Natural gas,Number of households,v105819897,11.3.3.4,93876
2011,British Columbia,Row or terrace,Heating oil,Gigajoules,v105819898,11.3.4.1,F
2013,British Columbia,Row or terrace,Heating oil,Gigajoules,v105819898,11.3.4.1,F
2015,British Columbia,Row or terrace,Heating oil,Gigajoules,v105819898,11.3.4.1,F
2011,British Columbia,Row or terrace,Heating oil,Gigajoules per household,v105819899,11.3.4.2,F
2013,British Columbia,Row or terrace,Heating oil,Gigajoules per household,v105819899,11.3.4.2,F
2015,British Columbia,Row or terrace,Heating oil,Gigajoules per household,v105819899,11.3.4.2,F
2011,British Columbia,Row or terrace,Heating oil,Proportion of total energy (percent),v105819900,11.3.4.3,F
2013,British Columbia,Row or terrace,Heating oil,Proportion of total energy (percent),v105819900,11.3.4.3,F
2015,British Columbia,Row or terrace,Heating oil,Proportion of total energy (percent),v105819900,11.3.4.3,F
2011,British Columbia,Row or terrace,Heating oil,Number of households,v105819901,11.3.4.4,F
2013,British Columbia,Row or terrace,Heating oil,Number of households,v105819901,11.3.4.4,F
2015,British Columbia,Row or terrace,Heating oil,Number of households,v105819901,11.3.4.4,F
2011,British Columbia,Duplex,"Total, all energy types",Gigajoules,v105819902,11.4.1.1,4357463
2013,British Columbia,Duplex,"Total, all energy types",Gigajoules,v105819902,11.4.1.1,F
2015,British Columbia,Duplex,"Total, all energy types",Gigajoules,v105819902,11.4.1.1,2755072
2011,British Columbia,Duplex,"Total, all energy types",Gigajoules per household,v105819903,11.4.1.2,96.4
2013,British Columbia,Duplex,"Total, all energy types",Gigajoules per household,v105819903,11.4.1.2,108.9
2015,British Columbia,Duplex,"Total, all energy types",Gigajoules per household,v105819903,11.4.1.2,84.8
2011,British Columbia,Duplex,"Total, all energy types",Number of households,v105819905,11.4.1.4,45225
2013,British Columbia,Duplex,"Total, all energy types",Number of households,v105819905,11.4.1.4,116779
2015,British Columbia,Duplex,"Total, all energy types",Number of households,v105819905,11.4.1.4,32495
2011,British Columbia,Duplex,Electricity,Gigajoules,v105819906,11.4.2.1,1414181
2013,British Columbia,Duplex,Electricity,Gigajoules,v105819906,11.4.2.1,3289468
2015,British Columbia,Duplex,Electricity,Gigajoules,v105819906,11.4.2.1,1119095
